"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[heartwarming]] and [[gently]] comic even as the film breaks your heart .","[[upsetting]] and [[marginally]] comic even as the film breaks your heart .",0.052010536193847656,0.8807752132415771,1,0,1,91,"Successful"
"caruso sometimes descends into sub-tarantino cuteness . . . but for the most part he [[makes]] sure the salton sea works the way a good noir should , [[keeping]] it tight and nasty .","caruso sometimes descends into sub-tarantino cuteness . . . but for the most part he [[becoming]] sure the salton sea works the way a good noir should , [[keep]] it tight and nasty .",0.12465327978134155,0.5921077728271484,1,0,1,111,"Successful"
"a "" black austin powers ? "" i prefer to think of it as "" pootie tang with a budget . "" sa da tay !","a "" black austin powers ? "" i prefer to think of it as "" pootie tang with a budget . "" sa da tay !",0.8273879289627075,0.8273879289627075,0,0,1,1,"Skipped"
"oddly , the [[film]] isn't nearly as downbeat as it sounds , but strikes a tone that's alternately melancholic , [[hopeful]] and strangely [[funny]] .","oddly , the [[theaters]] isn't nearly as downbeat as it sounds , but strikes a tone that's alternately melancholic , [[hopes]] and strangely [[freaky]] .",0.07364678382873535,0.568787693977356,1,0,1,78,"Successful"
"i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less enjoyable .","i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less enjoyable .",0.8580520749092102,0.8580520749092102,0,0,1,1,"Skipped"
"chouraqui [[brings]] documentary-like credibility to the [[horrors]] of the killing field and the barbarism of 'ethnic cleansing . '","chouraqui [[prescribes]] documentary-like credibility to the [[atrocity]] of the killing field and the barbarism of 'ethnic cleansing . '",0.05590337514877319,0.5853911638259888,1,0,1,96,"Successful"
"the best thing i can say about this film is that i can't wait to see what the director does next .","the best thing i can say about this film is that i can't wait to see what the director does next .",0.6914731860160828,0.6914731860160828,0,0,1,1,"Skipped"
"[[smarter]] than its commercials make it seem .","[[cancerous]] than its commercials make it seem .",0.17936831712722778,0.8797136545181274,1,0,1,24,"Successful"
"[[great]] character interaction .","[[gargantuan]] character interaction .",0.06572234630584717,0.9041533470153809,1,0,1,51,"Successful"
"one of the funnier movies in town .","one of the funnier movies in town .",0.7468142509460449,0.7468142509460449,0,0,1,1,"Skipped"
"campanella's competent direction and his excellent cast [[overcome]] the [[obstacles]] of a predictable outcome and a screenplay that glosses over rafael's evolution .","campanella's competent direction and his excellent cast [[overtaken]] the [[hindrance]] of a predictable outcome and a screenplay that glosses over rafael's evolution .",0.05082052946090698,0.535048246383667,1,0,1,68,"Successful"
"by turns very dark and very [[funny]] .","by turns very dark and very [[goofy]] .",0.1364983320236206,0.8852438926696777,1,0,1,37,"Successful"
"steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .","steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .",0.8710127472877502,0.8710127472877502,0,0,1,1,"Skipped"
"for more than two [[decades]] mr . nachtwey [[has]] traveled to places in the [[world]] devastated by [[war]] , famine and [[poverty]] and [[documented]] the [[cruelty]] and suffering he [[has]] [[found]] with an devastating , eloquent [[clarity]] .","for more than two [[years]] mr . nachtwey [[had]] traveled to places in the [[worid]] devastated by [[karo]] , famine and [[poorest]] and [[paper]] the [[nastiness]] and suffering he [[had]] [[detect]] with an devastating , eloquent [[clarification]] .",0.06724709272384644,0.5088028907775879,1,0,1,255,"Successful"
"simultaneously heartbreakingly [[beautiful]] and [[exquisitely]] sad .","simultaneously heartbreakingly [[leggy]] and [[irresistibly]] sad .",0.07505553960800171,0.7071764469146729,1,0,1,93,"Successful"
"though overall an overwhelmingly positive portrayal , the film doesn't [[ignore]] the more problematic aspects of brown's life .","though overall an overwhelmingly positive portrayal , the film doesn't [[indifference]] the more problematic aspects of brown's life .",0.16032856702804565,0.5482273101806641,1,0,1,57,"Successful"
"the philosophical musings of the [[dialogue]] jar against the [[tawdry]] soap opera antics of the film's action in a way that is surprisingly [[enjoyable]] .","the philosophical musings of the [[spoke]] jar against the [[fatuous]] soap opera antics of the film's action in a way that is surprisingly [[droll]] .",0.059192001819610596,0.5287510752677917,1,0,1,108,"Successful"
"not too fancy , not too filling , not too fluffy , but definitely [[tasty]] and [[sweet]] .","not too fancy , not too filling , not too fluffy , but definitely [[chewy]] and [[fluffy]] .",0.12772434949874878,0.8361252546310425,1,0,1,72,"Successful"
"quando tiros [[em]] columbine acerta o alvo ( com o perdão [[do]] trocadilho ) , não há como negar o brilhantismo da argumentação de seu diretor .","quando tiros [[emm]] columbine acerta o alvo ( com o perdão [[soaps]] trocadilho ) , não há como negar o brilhantismo da argumentação de seu diretor .",0.36170095205307007,0.5085247755050659,1,0,1,48,"Successful"
"director lee [[has]] a [[true]] cinematic knack , but it's also nice to see a movie with its [[heart]] [[so]] [[thoroughly]] , unabashedly on its [[sleeve]] .","director lee [[was]] a [[proper]] cinematic knack , but it's also nice to see a movie with its [[coeur]] [[because]] [[bitterly]] , unabashedly on its [[ribbed]] .",0.055132508277893066,0.6927738189697266,1,0,1,144,"Successful"
"as allen's execution date closes in , the documentary gives an especially [[poignant]] portrait of her friendship with the never flagging legal investigator david presson .","as allen's execution date closes in , the documentary gives an especially [[dismal]] portrait of her friendship with the never flagging legal investigator david presson .",0.05744612216949463,0.7495967149734497,1,0,1,57,"Successful"
"jones has tackled a meaty subject and drawn [[engaging]] characters while peppering the pages with memorable zingers .","jones has tackled a meaty subject and drawn [[implicating]] characters while peppering the pages with memorable zingers .",0.06978130340576172,0.5709829330444336,1,0,1,62,"Successful"
"a [[vivid]] , [[spicy]] footnote to [[history]] , and a [[movie]] that [[grips]] and holds you in [[rapt]] [[attention]] from start to [[finish]] .","a [[vehement]] , [[pepper]] footnote to [[conte]] , and a [[cinematography]] that [[fist]] and holds you in [[transfixed]] [[caution]] from start to [[terminated]] .",0.04491567611694336,0.6786162257194519,1,0,1,224,"Successful"
"if s&[[m]] [[seems]] like a strange [[route]] to true [[love]] , [[maybe]] it is , but it's to this film's ( and its makers' ) [[credit]] that we [[believe]] that that's exactly what these two people need to [[find]] each other -- and themselves .","if s&[[millionth]] [[appearing]] like a strange [[routed]] to true [[amour]] , [[presumably]] it is , but it's to this film's ( and its makers' ) [[loaner]] that we [[considering]] that that's exactly what these two people need to [[deems]] each other -- and themselves .",0.12020367383956909,0.5523158311843872,1,0,1,203,"Successful"
"if the film's [[vision]] of sport as a secular religion is a [[bit]] cloying , its through-line of [[family]] and community is [[heartening]] in the same way that [[each]] season marks a new start .","if the film's [[hunch]] of sport as a secular religion is a [[hunk]] cloying , its through-line of [[relatives]] and community is [[favouring]] in the same way that [[every]] season marks a new start .",0.06628233194351196,0.6087756156921387,1,0,1,112,"Successful"
"one of the [[best]] of a growing strain of daring films . . . that [[argue]] that any sexual relationship that doesn't hurt anyone and works for its participants is a relationship that is worthy of our respect .","one of the [[more]] of a growing strain of daring films . . . that [[allegation]] that any sexual relationship that doesn't hurt anyone and works for its participants is a relationship that is worthy of our respect .",0.05618166923522949,0.7696102261543274,1,0,1,74,"Successful"
"an adorably whimsical [[comedy]] that deserves more than a passing twinkle .","an adorably whimsical [[travesty]] that deserves more than a passing twinkle .",0.07226085662841797,0.8646966218948364,1,0,1,54,"Successful"
"an [[engrossing]] story that combines psychological drama , sociological reflection , and high-octane thriller .","an [[droll]] story that combines psychological drama , sociological reflection , and high-octane thriller .",0.04502582550048828,0.7673118114471436,1,0,1,34,"Successful"
"it's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook's foundation and dalrymple's film earn their [[uplift]] .","it's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook's foundation and dalrymple's film earn their [[mutiny]] .",0.05947470664978027,0.5311477184295654,1,0,1,46,"Successful"
